CensusTract,ID,id,Total Population,California County,ZIP,"Nearby City 
(to help approximate location only)",Longitude,Latitude,CES_Score,CES_Percentile,"CES 3.0 
Percentile Range",SB 535 Disadvantaged Community,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
6001441503,6001441503,6001441503,5389,Alameda ,94560,Newark,-121.9444248,37.4731786,21.44,41.92,40-45%,No,0.035,16.94,9.53630303,40.92,26.304,79.08,83.53,7.3,0.11,21.92,180.0422114,33.91,1512.04,83.12,193.15,99.96,129.05,98.28,8.37,98.91,2,29.25,8.85,86.63,54.5,6.71,82.8,30.24,25.48,5.37,62.51,6.82,34.77,5.1,20.19,11.5,64.34,5.9,1.81,5.5,16.52,3.4,0.41,30.79,3.19,21.1
6001436401,6001436401,6001436401,7042,Alameda ,94541,Hayward,-122.0650918,37.6715227,21.34,41.72,40-45%,No,0.035,16.94,8.69794377,30.7,20.79,64.01,58.51,0.69,0,0,391.1280691,46.78,782.75,55.67,5.5,45.99,20.75,71.95,0.125,49.42,1,15.26,0,0,32.63,4.02,25.96,74.51,81.74,4.67,43.05,8.53,57.27,10,39.28,6.2,42.85,28,41.46,9.9,55.3,13.8,29.56,51.19,5.31,51.91
6001440306,6001440306,6001440306,3841,Alameda ,94587,Union City,-122.0683607,37.5849858,21.27,41.61,40-45%,No,0.035,16.94,8.69794377,30.7,37.26,91.33,83.53,7.3,0,0,257.5797069,40.51,403.47,21.28,0,0,2,13.52,0,0,2,29.25,0.2,9.08,23.27,2.87,7.11,74.85,81.82,7.26,92.64,10.15,75.94,13.6,49.17,13.7,71.35,31.8,47.68,12.2,71.24,19.9,58.64,71.54,7.42,81.83
6001451101,6001451101,6001451101,7081,Alameda ,94550,Livermore,-121.6633595,37.6396925,21.24,41.51,40-45%,No,0.044,40.49,9.53630303,40.92,2.806,8.21,805.55,89.96,5.99,54.29,77.00463092,23.09,659.23,46.99,31.5,91.21,96.05,96.95,22.9,99.94,15,95.64,30,99.41,61.16,7.53,92.98,34.49,32.5,3.87,23.34,8.14,52.51,3.3,11.73,4.4,32.88,9.9,6.84,7.3,32.1,8.4,7.79,27.19,2.82,16.47
6001435300,6001435300,6001435300,4479,Alameda ,94541,Hayward,-122.064666,37.6807791,21.23,41.46,40-45%,No,0.033,11.08,8.69794377,30.7,20.79,64.01,58.65,0.71,0,0,370.3573691,45.7,1012.18,68.25,0,0,4.5,28.72,0,0,1,15.26,0,0,23.93,2.95,7.84,96.73,91.92,6.47,84.54,10.15,75.94,13.5,48.91,7.8,50.06,33,49.33,14.1,80.71,16.9,44.81,69.45,7.2,79.06
6001432200,6001432200,6001432200,4080,Alameda ,94577,San Leandro,-122.1562452,37.7330544,21.2,41.39,40-45%,No,0.03,7.58,8.69794377,30.7,29.22,83.78,70.6,4.47,0,0,453.628807,49.28,311.7,13.13,3.6,35.35,37.25,86.18,0.05,25.76,2,29.25,0,0,29.76,3.67,19.1,73.43,80.86,5.12,55.71,9.09,64.31,13,47.59,9.2,55.91,24.4,35.25,5.3,15.01,22.5,68.95,55.75,5.78,58.67
6001408400,6001408400,6001408400,3323,Alameda ,94605,Oakland,-122.1709595,37.7646056,20.97,40.69,40-45%,No,0.03,7.58,8.69794377,30.7,19.253,59.39,70.6,4.47,0,0,388.1803913,46.66,268.99,9.79,0,0,16,63.59,0.01,8.56,0,0,0,0,19.91,2.45,3.11,170.91,99.43,8.33,97.81,8.64,58.76,28.4,74.69,7.2,47.34,64,88.17,16.8,89.91,39.4,97.5,82.43,8.55,95.01
6001428500,6001428500,6001428500,3183,Alameda ,94501,Alameda,-122.2593887,37.7601324,20.93,40.59,40-45%,No,0.03,7.58,8.69794377,30.7,39.117,92.64,70.6,4.47,0,0,305.4344837,42.52,455.95,26.34,0.1,2.01,2.1,13.65,0.2,60.5,10,85.78,0,0,30.25,3.73,20.29,61.42,70.69,5.41,63.53,8.87,62,5.4,21.3,8,51.09,18.2,22.95,9.9,55.3,21.2,63.94,54.16,5.62,56.16
6001409700,6001409700,6001409700,4696,Alameda ,94605,Oakland,-122.1658929,37.7564187,20.87,40.42,40-45%,No,0.03,7.58,8.69794377,30.7,28.633,82.85,70.6,4.47,0,0,403.562997,47.33,200.83,5.45,0,0,3.25,22.19,0.05,25.76,0,0,0,0,20.19,2.49,3.36,137.04,98.02,6.85,89.07,8.46,56.69,36,83.03,12.4,67.32,54.7,78.74,14.6,82.8,32.1,91.18,80.94,8.39,93.64
6001442400,6001442400,6001442400,6253,Alameda ,94538,Fremont,-121.9737794,37.5313805,20.65,39.98,35-40%,No,0.035,16.94,9.53630303,40.92,37.65,91.65,83.53,7.3,0,0,145.7262786,30.26,540.6,35.09,10.8,64.47,39,87.16,0,0,0,0,0,0,31.27,3.85,22.64,67.67,76.61,4.82,47.28,10.69,80.2,12.1,45.34,7.9,50.5,20.9,28.6,7.1,29.83,12.3,22.66,51.71,5.36,52.55
6001441524,6001441524,6001441524,4010,Alameda ,94555,Fremont,-122.0506927,37.5594781,20.48,39.54,35-40%,No,0.035,16.94,8.69794377,30.7,29.76,85.3,83.53,7.3,0,0,158.8525657,31.84,1412.61,80.95,4.3,39.89,31.25,82.72,0.125,49.42,1,15.26,0,0,36.58,4.51,36.02,44.04,47.81,6.22,80.53,9.37,67.57,3.1,10.74,6.6,44.77,7.7,3.72,8.7,44.97,8.3,7.46,43.82,4.54,40.59
6001441923,6001441923,6001441923,5605,Alameda ,94538,Fremont,-121.9850086,37.5509731,20.34,39.2,35-40%,No,0.035,16.94,9.1171234,32.61,18.802,58.12,83.53,7.3,0,0,132.3870227,28.62,640.35,45.37,12.4,70.34,18.5,68.26,0.175,56.35,0,0,0,0,30.99,3.82,21.9,38.63,39.67,6.22,80.53,6.67,32.63,7.7,30.87,9.6,57.63,34.4,51.44,9.2,49.49,22.7,69.61,51.38,5.33,52.15
6001427900,6001427900,6001427900,4567,Alameda ,94501,Alameda,-122.2582454,37.7698045,20.27,39.01,35-40%,No,0.03,7.58,8.69794377,30.7,44.27,94.86,70.6,4.47,0,0,308.3406469,42.68,626.18,43.99,6.05,48.29,36.15,85.65,0.525,77.83,10,85.78,0,0,41.2,5.07,48.19,61.42,70.69,3.19,11.57,8.87,62,7.7,30.87,6.4,43.82,15,16.15,7.3,32.1,12.1,21.74,38.51,3.99,32.39
6001442602,6001442602,6001442602,5074,Alameda ,94536,Fremont,-122.0049883,37.5481818,20.17,38.78,35-40%,No,0.035,16.94,9.1171234,32.61,27.309,80.76,83.53,7.3,0,0,138.7983651,29.45,558.82,37.26,15.3,77.34,28.6,80.47,0.01,8.56,0,0,0,0,30.55,3.76,20.92,55.53,63.61,3.36,14.29,9.94,73.94,10.3,40.31,14.9,74.23,38.8,57.76,7.1,29.83,20.6,61.65,51.68,5.36,52.49
6001450400,6001450400,6001450400,5968,Alameda ,94568,Dublin,-121.9324146,37.7126931,20.15,38.73,35-40%,No,0.038,22.34,8.69794377,30.7,40.5,93.49,167.74,10.44,0,0,332.30114,43.7,1743.11,87.52,1.75,24.28,39.3,87.37,0.025,15.68,0,0,0,0,35.94,4.43,34.37,26.85,19.27,7.07,91.17,6.28,27.17,11.5,43.69,12.4,67.32,22.4,31.38,8.1,39.54,13.4,27.61,43.89,4.55,40.7
6001440304,6001440304,6001440304,4674,Alameda ,94587,Union City,-122.0766119,37.586873,19.81,37.84,35-40%,No,0.033,11.08,8.69794377,30.7,37.26,91.33,83.53,7.3,0,0,294.696334,42.13,364.09,17.72,0.3,4.62,4.2,27.16,0,0,1,15.26,1.5,39.33,24.83,3.06,9.4,77.83,83.49,5.68,70.1,10.5,78.39,21.8,65.28,13.7,71.35,22.1,30.81,9.6,52.82,11.2,17.58,62.45,6.48,68.82
6001451404,6001451404,6001451404,6610,Alameda ,94551,Livermore,-121.7803522,37.6852748,19.77,37.77,35-40%,No,0.04,25.87,8.69794377,30.7,20.05,61.82,418.74,43.64,0,0,151.6854273,30.99,427.05,23.49,7.1,52.74,51,91.26,0.01,8.56,3,41.15,0,0,33.53,4.13,27.88,30.96,27,5.54,66.51,6.76,34.06,25.1,70.22,6.3,43.35,42,62.54,7.1,29.83,16.6,42.93,46.15,4.79,44.36
6001440100,6001440100,6001440100,2310,Alameda ,94587,Union City,-121.9815046,37.6163011,19.73,37.68,35-40%,No,0.035,16.94,8.69794377,30.7,6.46,17.5,259.55,26.26,0.01,9.38,219.7367334,37.95,529.36,33.78,10.5,63.95,13.75,57.94,0,0,1,15.26,0.2,9.08,26.18,3.22,11.79,65.76,74.82,7.92,96.25,9.05,64.03,9,35.96,8.2,52.07,23.8,34.09,7.9,37.67,15.7,38.46,59.01,6.12,63.46
6001424001,6001424001,6001424001,3716,Alameda ,94703,Berkeley,-122.2746683,37.8503526,19.71,37.6,35-40%,No,0.03,7.58,8.69794377,30.7,41.022,93.73,70.6,4.47,0,0,464.6674023,49.68,539.73,34.99,11.3,65.76,7.25,39.74,0,0,10,85.78,0,0,33.81,4.16,28.67,66.19,75.14,4.23,31.71,4.15,5.77,13.2,48.07,2.8,20.88,46,68.32,10,56.11,24.5,75.25,45.63,4.73,43.47
6001430800,6001430800,6001430800,5394,Alameda ,94546,Castro Valley,-122.0650347,37.6992244,19.62,37.32,35-40%,No,0.033,11.08,8.69794377,30.7,18.34,56.04,70.6,4.47,2.78,48.06,360.7857988,45.17,1017.88,68.61,12,69.39,8.5,43.98,0,0,1,15.26,0,0,33.73,4.15,28.33,56.66,64.89,6.17,79.51,8.24,54,7.8,31.34,4.8,35.21,25,36.22,4.8,11.17,9.4,10.75,45.53,4.72,43.31
6001441601,6001441601,6001441601,4561,Alameda ,94536,Fremont,-122.0305372,37.5635007,19.56,37.26,35-40%,No,0.035,16.94,8.69794377,30.7,27.254,80.66,83.53,7.3,0,0,152.6095618,31.14,1863.61,89.32,10,62.81,2.6,15.71,0,0,1,15.26,0,0,30.64,3.77,21.06,52.88,60.14,5.97,75.86,9.5,68.97,9.7,38.12,6.7,45.15,17.2,20.89,8.1,39.54,10.5,14.52,49.98,5.18,50.11
6001427700,6001427700,6001427700,4866,Alameda ,94501,Alameda,-122.2852965,37.7680009,19.56,37.23,35-40%,No,0.03,7.58,8.69794377,30.7,66.94,98.1,70.6,4.47,0,0,295.4778518,42.18,499.43,30.67,2.75,30.92,222.3,99.5,0.01,8.56,10,85.78,0,0,35.34,4.35,32.92,61.42,70.69,3.75,20.89,8.87,62,9.3,36.94,6.9,46.02,22.1,30.81,4.2,7.5,19.3,56.09,43.33,4.49,39.74
6001451504,6001451504,6001451504,1509,Alameda ,94551,Livermore,-121.7322556,37.6979083,19.39,36.83,35-40%,No,0.04,25.87,8.69794377,30.7,28.34,82.19,418.26,43.48,0.1,21.16,132.412555,28.64,1419.8,81.19,12,69.39,32,83.18,0.125,49.42,0,0,1,32.8,45.48,5.6,59.95,35.77,34.9,2.59,5.19,10.45,77.92,9.1,36.3,3.6,26.97,18,22.53,2.4,1.29,17.9,49.89,33.37,3.46,24.35
6001450603,6001450603,6001450603,4657,Alameda ,94588,Pleasanton,-121.9106268,37.6888608,19.38,36.79,35-40%,No,0.038,22.34,8.69794377,30.7,16.814,51.21,160.48,9.93,3.65,50.35,215.1041254,37.57,1805.59,88.46,4.45,40.3,4.55,28.75,0.225,63,2,29.25,0,0,38.42,4.73,41.12,32.59,29.51,6.42,83.72,7.1,38.65,5.5,21.83,7.4,48.34,13.2,12.68,6.5,24.66,14.8,34.16,39.48,4.09,33.65
6001450602,6001450602,6001450602,8722,Alameda ,94588,Pleasanton,-121.9128234,37.6706482,19.37,36.75,35-40%,No,0.038,22.34,8.69794377,30.7,15.745,47.9,363.29,37.71,0.11,21.78,199.664831,35.77,1494.11,82.85,15.7,78.02,18.75,68.67,0.25,65.56,2,29.25,0,0,42.68,5.26,52.12,30.34,25.7,6.8,88.62,6.83,34.96,4.1,15.28,4.9,35.77,8.6,4.92,6,20.6,13.9,30.01,35.54,3.69,27.83
6001450101,6001450101,6001450101,4349,Alameda ,94568,Dublin,-121.8851034,37.7050938,19.17,36.27,35-40%,No,0.038,22.34,8.69794377,30.7,41.096,93.78,168.15,10.59,2.55,47.06,233.9802267,39.46,1370.18,80.02,12,69.39,26.8,78.8,0.185,57.13,0,0,0.5,20.49,45.91,5.65,61.06,31.79,28.36,7.88,96.12,7.6,45.12,2.7,8.73,3.2,24.17,7,2.92,2.8,1.98,7.9,6.52,32.7,3.39,23.51
6001403600,6001403600,6001403600,4482,Alameda ,94610,Oakland,-122.253492,37.8135127,19.15,36.21,35-40%,No,0.03,7.58,8.69794377,30.7,54.34,96.71,70.6,4.47,0,0,362.0819371,45.22,2123.53,92.05,1.75,24.28,47.75,90.47,0.035,18.05,2,29.25,0,0,37.16,4.58,37.59,56.26,64.51,5.68,70.1,5.98,23.7,3.5,12.73,3.7,27.68,25.4,36.86,7,28.77,14.7,33.56,40.34,4.18,35.05
6001431100,6001431100,6001431100,3225,Alameda ,94546,Castro Valley,-122.0672947,37.6881143,19.14,36.18,35-40%,No,0.033,11.08,8.69794377,30.7,19.879,61.18,63.53,0.91,0,0,365.2613402,45.5,1456.57,81.93,3,32.71,5.5,33.38,0,0,1,15.26,0,0,27.45,3.38,14.11,54.89,62.85,5.26,59.61,6.99,37.04,12,45.08,6,41.77,31.9,47.86,11.2,64.73,26.5,80.59,54.58,5.66,56.68
6001423000,6001423000,6001423000,4396,Alameda ,94703,Berkeley,-122.2771352,37.8668441,19.13,36.1,35-40%,No,0.03,7.58,8.69794377,30.7,35.725,90.03,70.6,4.47,0,0,552.0477229,52.44,646.43,45.9,1.5,22.04,20,71.07,0.275,67.51,10,85.78,0,0,38.44,4.73,41.14,72.52,80.31,6.37,82.96,4.63,9.04,4.7,18.27,2.2,15.68,17.7,21.91,3.3,3.55,16.6,42.93,38.95,4.04,32.99
6001435200,6001435200,6001435200,4140,Alameda ,94541,Hayward,-122.0517821,37.6874049,19.04,35.88,35-40%,No,0.035,16.94,8.69794377,30.7,20.361,62.71,58.8,0.75,0,0,363.2015822,45.32,2025.11,91.18,0.1,2.01,5,32.03,0,0,1,15.26,0,0,26.87,3.31,12.92,66.54,75.6,5.97,75.86,7.65,46,8.7,35.04,11.3,63.67,17.2,20.89,12.5,72.98,14.6,33.07,55.47,5.75,58.29
6001436000,6001436000,6001436000,4557,Alameda ,94580,San Lorenzo,-122.1375262,37.6691812,19.02,35.86,35-40%,No,0.033,11.08,8.69794377,30.7,9.244,26.53,154.94,9.47,0,0,438.1389093,48.75,381.47,19.21,1.9,24.86,17.3,66.07,0.095,32.18,10,85.78,0,0,27.81,3.43,15.05,74.46,81.7,4.44,37.05,10.82,81.66,13.2,48.07,6.7,45.15,14.2,14.58,9.2,49.49,16.8,44.26,53.56,5.55,55.33
6001450743,6001450743,6001450743,4734,Alameda ,94588,Pleasanton,-121.8923831,37.6930366,19.01,35.79,35-40%,No,0.038,22.34,8.69794377,30.7,33.429,88.81,160.48,9.93,2.94,48.37,201.3500563,36.02,1223.98,75.97,3,32.71,5.5,33.38,0.175,56.35,2,29.25,0,0,39.84,4.91,44.51,29.47,24.14,9.22,99.22,6.49,30.37,7.1,28.43,11.2,63.35,12.1,10.79,1.1,0.22,10.5,14.52,37.35,3.87,30.74
6001441927,6001441927,6001441927,4103,Alameda ,94538,Fremont,-121.976577,37.5465021,18.7,35,30-35%,No,0.035,16.94,9.1171234,32.61,17.691,53.78,83.53,7.3,0,0,130.5452305,28.41,556.32,37,11.65,66.31,22,73.68,0.06,28.04,0,0,0,0,27.97,3.44,15.44,67.67,76.61,5.26,59.61,10.69,80.2,4.4,16.83,10.9,62.1,9.6,6.34,5.9,20.1,19.6,57.34,52.34,5.43,53.4
6001433500,6001433500,6001433500,4352,Alameda ,94579,San Leandro,-122.1553145,37.6845009,18.59,34.71,30-35%,No,0.03,7.58,8.69794377,30.7,17.534,53.27,70.6,4.47,0,0,443.8154896,48.93,NA,NA,1.2,19.79,8.25,43.25,0.16,55.09,10,85.78,0,0,29.7,3.66,18.95,67.59,76.52,3.27,12.67,10.42,77.7,17.6,57.42,11.4,63.98,19.6,26,9.4,51.17,10.2,13.28,49,5.08,48.51
6001400500,6001400500,6001400500,3517,Alameda ,94609,Oakland,-122.2647445,37.8485167,18.55,34.58,30-35%,No,0.03,7.58,8.69794377,30.7,42.19,94.4,70.6,4.47,0,0,448.931402,49.1,668.28,47.55,3.5,35.08,21.6,73.02,0,0,0,0,0,0,29.47,3.63,18.47,110.37,94.65,5.59,67.99,7.55,44.46,3.2,11.2,2.3,16.65,25.1,36.38,6.5,24.66,19.9,58.64,49.27,5.11,48.85
6001441301,6001441301,6001441301,3179,Alameda ,94536,Fremont,-122.0026581,37.5717252,18.3,34.06,30-35%,No,0.035,16.94,8.69794377,30.7,24.343,74.23,83.53,7.3,0.09,20.01,149.3758378,30.69,540.35,35.07,8,55.6,10,49.69,0.11,45.8,1,15.26,0.5,20.49,32.93,4.06,26.5,50.9,57.44,6.13,78.78,8.93,62.62,3.4,12.25,7.7,49.7,13.1,12.43,4.8,11.17,11.4,18.24,43.52,4.51,40.02
6001400600,6001400600,6001400600,1571,Alameda ,94609,Oakland,-122.2648882,37.8419909,18.28,33.95,30-35%,No,0.03,7.58,8.69794377,30.7,42.19,94.4,70.6,4.47,0,0,426.719924,48.3,1743.09,87.5,1.75,24.28,20.5,71.67,0,0,0,0,0,0,32.39,3.99,25.36,122.34,96.85,1.43,0.74,8.32,54.98,7.8,31.34,1.3,8.25,25.7,37.39,14.9,84.1,13.1,26.43,44.18,4.58,41.14
6001451202,6001451202,6001451202,3634,Alameda ,94551,Livermore,-121.7689116,37.7347438,18.15,33.61,30-35%,No,0.04,25.87,8.69794377,30.7,10.636,30.4,571.54,60.21,0.77,36.84,173.0475935,33.35,1246.71,76.61,0,0,4,26.91,0.1,43.11,2,29.25,8,85.57,40.32,4.97,45.7,34.27,31.98,5.6,68.2,7.3,41.44,6.4,25.49,3.5,26.28,12.7,11.7,7.6,34.89,11.3,17.96,35.24,3.65,27.34
6001444200,6001444200,6001444200,6499,Alameda ,94560,Newark,-122.045728,37.5425433,18.1,33.48,30-35%,No,0.035,16.94,9.1171234,32.61,20.297,62.6,83.53,7.3,0,0,150.0705778,30.73,521.81,33.14,1.75,24.28,60,93.36,0.16,55.09,0,0,0.5,20.49,30.34,3.74,20.47,73.21,80.74,4.01,26.44,10.59,79.19,13.5,48.91,8.3,52.51,16.7,19.66,4.7,10.41,12.8,24.99,46.71,4.84,45.1
6001401200,6001401200,6001401200,2416,Alameda ,94609,Oakland,-122.2579072,37.8305977,18.03,33.27,30-35%,No,0.03,7.58,8.69794377,30.7,50.64,96.03,70.6,4.47,0,0,399.3313973,47.14,758.13,54.19,4.5,42.17,76.05,95.66,0,0,0,0,0,0,32.06,3.95,24.49,114.55,95.5,3.27,12.67,7.85,48.78,5.9,23.5,4.1,30.86,23,32.46,11.8,68.79,12.4,23.19,44.04,4.57,40.95
6001443301,6001443301,6001443301,4074,Alameda ,94539,Fremont,-121.9128679,37.4707218,17.76,32.59,30-35%,No,0.035,16.94,9.95548266,42.86,33.136,88.41,84.32,7.33,0.04,14.3,186.8877334,34.55,1664,86.24,24.85,87.47,27.5,79.51,0.62,80.93,0,0,1,32.8,46.39,5.71,62.4,19.48,7.51,6.69,87.33,6.05,24.61,3.5,12.73,9.3,56.37,9.6,6.34,6.5,24.66,3.6,0.56,29.97,3.11,20.23
6001432100,6001432100,6001432100,3770,Alameda ,94577,San Leandro,-122.1466229,37.7358429,17.7,32.44,30-35%,No,0.03,7.58,8.69794377,30.7,29.22,83.78,70.6,4.47,0,0,415.2754478,47.87,1466.65,82.13,0,0,25.3,77.64,0.01,8.56,2,29.25,0,0,32.13,3.96,24.7,71.14,79.4,4.55,40.15,8.23,53.86,7.3,29.25,5.3,38.39,21.8,30.25,5.1,13.48,14.1,31.01,43.14,4.47,39.5
6001404900,6001404900,6001404900,4129,Alameda ,94602,Oakland,-122.2215015,37.8041479,17.66,32.29,30-35%,No,0.03,7.58,8.69794377,30.7,22.716,69.16,70.6,4.47,0,0,362.342611,45.25,1306.63,78.36,0,0,18,67.64,0.15,54.01,1,15.26,0,0,31.56,3.89,23.39,74.94,81.89,4.79,46.47,7.62,45.34,7.2,28.85,7.3,47.83,21.1,28.98,4.4,8.69,14.8,34.16,43.8,4.54,40.55
6001441800,6001441800,6001441800,6786,Alameda ,94536,Fremont,-121.9915834,37.5591933,17.6,32.01,30-35%,No,0.035,16.94,9.1171234,32.61,22.688,68.95,83.53,7.3,0,0,135.0935009,28.91,600.41,41.58,6.35,49.05,10.25,49.88,0.235,63.69,1,15.26,0,0,30.55,3.76,20.93,50.02,56.17,6.52,85.1,8.87,62,6.8,27.18,3,22.52,14.8,15.78,5.2,14.15,14.5,32.67,45.11,4.68,42.48
6001427100,6001427100,6001427100,3646,Alameda ,94501,Alameda,-122.2309908,37.765116,17.43,31.52,30-35%,No,0.03,7.58,8.69794377,30.7,42.521,94.49,70.6,4.47,0,0,320.8523387,43.14,656.29,46.72,17.15,80.26,128.75,98.23,1.72,90.79,15,95.64,1.5,39.33,48.58,5.98,68.6,61.42,70.69,2.54,4.86,8.87,62,5.5,21.83,2.9,21.8,9.5,6.11,1.9,0.88,4.4,1.03,28.09,2.91,17.56
6001450745,6001450745,6001450745,5956,Alameda ,94588,Pleasanton,-121.8526518,37.6824862,17.27,31,30-35%,No,0.04,25.87,8.69794377,30.7,25.706,77.7,484.28,51.65,0.04,14.68,161.4675593,32.05,473.92,28.2,0,0,37.5,86.35,0.05,25.76,5,55.01,5,73.54,40.89,5.04,47.23,27.17,20,7.59,94.73,6.05,24.61,4.3,16.24,8.6,53.66,4.3,0.43,3,2.49,12.9,25.51,33.06,3.43,23.94
6001451503,6001451503,6001451503,5660,Alameda ,94550,Livermore,-121.7489971,37.6849518,17.24,30.9,30-35%,No,0.04,25.87,8.69794377,30.7,22.241,67.53,418.74,43.64,0,0,132.1246902,28.6,558.46,37.21,1,17.97,22,73.68,0.1,43.11,2,29.25,0.5,20.49,34.54,4.25,30.74,33.26,30.59,4.92,50.22,9.62,70.4,10.9,42.01,8.2,52.07,21.9,30.41,5.1,13.48,3.7,0.58,39.06,4.05,33.06
6001450752,6001450752,6001450752,5262,Alameda ,94588,Pleasanton,-121.8238089,37.718917,17.21,30.85,30-35%,No,0.04,25.87,8.69794377,30.7,17.598,53.55,365.2,38.07,2.06,45.01,224.2830357,38.5,2074.52,91.72,0,0,0,0,0.1,43.11,2,29.25,2,50.44,38.99,4.8,42.48,29.5,24.19,7.14,91.8,6.93,36.33,6.9,27.57,8.4,52.9,7.8,3.85,1.7,0.67,8,6.75,34.56,3.58,26.22
6001450300,6001450300,6001450300,4551,Alameda ,94568,Dublin,-121.9177415,37.7106983,17.18,30.72,30-35%,No,0.038,22.34,8.69794377,30.7,40.5,93.49,167.83,10.47,5.24,52.94,296.9273808,42.24,1835.98,88.85,3.7,35.61,54.85,92.24,0.125,49.42,0,0,0,0,44.3,5.46,56.88,28.42,22.37,5.64,69.28,6.7,33.29,5.1,20.19,3.5,26.28,10.6,8.08,4.6,9.76,14.1,31.01,30.35,3.15,20.54
6001438000,6001438000,6001438000,3283,Alameda ,94544,Hayward,-122.0285144,37.619128,17.15,30.71,30-35%,No,0.035,16.94,8.69794377,30.7,9.689,27.92,179.07,13.37,0,0,324.1057231,43.25,647.81,46.02,4.5,42.17,15.2,61.6,0.01,8.56,0,0,0,0,24.46,3.01,8.69,82.9,86.65,3.01,8.91,11.47,85.69,17.9,58.01,13.7,71.35,29.4,43.77,11.5,66.75,8.1,7.02,54.9,5.69,57.2
6001451300,6001451300,6001451300,6560,Alameda ,94551,Livermore,-121.8156491,37.6896396,17.14,30.67,30-35%,No,0.04,25.87,8.69794377,30.7,23.202,71.15,586.1,61.76,1.23,40.51,158.4138129,31.82,1600.84,84.91,3.5,35.08,7.75,41.48,0.11,45.8,3,41.15,0,0,43.92,5.41,55.68,32.84,29.88,6.18,79.67,7.04,37.88,6.4,25.49,1.9,13.12,12.8,11.89,4.2,7.5,5.1,1.75,30.55,3.17,20.78
6001403900,6001403900,6001403900,3584,Alameda ,94610,Oakland,-122.2487541,37.8171931,17.13,30.66,30-35%,No,0.03,7.58,8.69794377,30.7,54.34,96.71,70.6,4.47,0,0,372.4207113,45.77,1896.48,89.71,0.9,12.86,25,77.29,0,0,2,29.25,0,0,34.15,4.21,29.6,43.06,46.3,4.78,46.16,4.75,10.3,3.6,13.2,8.7,54.11,24.2,34.81,9,47.67,23.3,71.63,39.27,4.07,33.4
6001427800,6001427800,6001427800,4640,Alameda ,94501,Alameda,-122.2690581,37.7714922,17.09,30.6,30-35%,No,0.03,7.58,8.69794377,30.7,45.85,95.17,70.6,4.47,0,0,304.7909941,42.49,479.89,28.76,2.25,28.88,50.8,91.16,0,0,10,85.78,0,0,33.64,4.14,28.13,61.42,70.69,4.39,35.63,8.87,62,4.4,16.83,4.6,33.9,18.9,24.4,5.1,13.48,13.6,28.61,39.78,4.12,34.12
6001404800,6001404800,6001404800,2684,Alameda ,94602,Oakland,-122.2131962,37.8055076,17.06,30.52,30-35%,No,0.03,7.58,8.69794377,30.7,22.17,67.31,70.6,4.47,0,0,367.3852204,45.57,394.52,20.57,0,0,15,61.45,0.1,43.11,1,15.26,0,0,24.77,3.05,9.31,80.31,85.36,5.39,63.01,8.16,52.94,6.1,24.29,4.4,32.88,32.4,48.54,10.5,59.88,15.6,38.06,53.92,5.59,55.83
6001428200,6001428200,6001428200,6259,Alameda ,94501,Alameda,-122.2396733,37.7533266,16.95,30.26,30-35%,No,0.03,7.58,8.69794377,30.7,19.151,59.2,70.6,4.47,0,0,323.0350865,43.22,508.02,31.6,0.25,4.54,17.35,66.1,1,86.52,14,94.41,1.5,39.33,36.23,4.46,35.1,61.42,70.69,2.01,2.11,8.87,62,8,32.15,8.9,54.94,14.2,14.58,7.6,34.89,7.2,5.12,36.63,3.8,29.7
6001432800,6001432800,6001432800,3729,Alameda ,94577,San Leandro,-122.1245218,37.7212241,16.92,30.18,30-35%,No,0.03,7.58,8.69794377,30.7,23.278,71.25,70.6,4.47,0,0,393.9579691,46.93,1208.61,75.49,2,27.29,12.6,55.35,0,0,7,71.61,0,0,32.8,4.04,26.21,76.19,82.75,3.8,21.95,8.68,59.18,6.4,25.49,7.4,48.34,9.5,6.11,7.3,32.1,11.5,18.76,40.39,4.19,35.14
6001435102,6001435102,6001435102,5179,Alameda ,94542,Hayward,-122.0458797,37.6552403,16.9,30.12,30-35%,No,0.035,16.94,8.69794377,30.7,17.147,52.17,58.51,0.69,0,0,397.0957787,47.09,603.15,41.82,1.15,18.64,1,5.91,0.51,77.41,0,0,0,0,24.84,3.06,9.41,52.88,60.14,6.33,82.43,9.71,71.77,3.8,14.04,13.7,71.35,20.4,27.59,7.5,33.82,13.6,28.61,53.27,5.52,54.8
